RegionName,ZoneName,WoredaName,EthiopianMonth,EthMonNum,EthYear,DeliveredPrivateClinics,DeliveredPublicClinics,DeliveredOther,DeliveredTotal
Oromia,Ilu Aba Bora,Didu,Tir,5,2010,34,81,31,146
Oromia,Buno Bedele,Chora,Yekatit,6,2010,0,38,11,49
Oromia,West Hararge,Gelemso Hospital,Sene,10,2009,44,57,74,175
Oromia,West Arsi,Dodola Rural,Tir,5,2009,85,64,35,184
Oromia,Bishoftu Town,Bishoftu Town,Tir,5,2009,81,56,8,145
Oromia,Guji,Wadara,Megabit,7,2009,44,41,21,106
Oromia,East Hararge,Midega Tole,Nehase,12,2010,18,53,65,136
Oromia,Borena,Moyale,Tahesas,4,2010,94,81,98,273
Oromia,Jimma,Limu Seka,Ginbot,9,2009,38,1,17,56
Oromia,Qeleme Wellega,Laloqile,Nehase,12,2010,99,64,37,200
Oromia,Jimma,Agaro Hospital,Tahesas,4,2011,72,56,15,143
Oromia,North Shewa,Girar Jarso,Tahesas,4,2010,79,80,14,173
Oromia,South West Shewa,Ameya Hospital,Miyazia,8,2010,65,2,46,113
Oromia,Borena,El Way,Megabit,7,2010,90,71,12,173
Oromia,North Shewa,Kuyu Hospital,Miyazia,8,2011,71,0,39,110
Oromia,Jimma,B/Tolyi,Tahesas,4,2011,37,5,61,103
Oromia,Guji,Wadara,Tahesas,4,2010,90,17,17,124
Oromia,Bale,Agarfa,Tahesas,4,2010,22,5,17,44
Oromia,Arsi,Merti,Megabit,7,2011,64,33,75,172
Oromia,Bale,Dawe Serar,Yekatit,6,2011,63,23,60,146
Oromia,Buno Bedele,Dapho Hana,Tahesas,4,2010,65,72,74,211
Oromia,Finfine Zuria,Berreh,Miyazia,8,2010,65,78,11,154
Oromia,Horo Gudru Wellega,Jima Geneti,Yekatit,6,2011,14,71,7,92
Oromia,West Shewa,Ambo Hospital,Ginbot,9,2010,12,38,85,135
Oromia,East Hararge,Deder Hospital,Megabit,7,2011,87,36,64,187
Oromia,Ilu Aba Bora,Becho,Nehase,12,2009,55,38,2,95
Oromia,Qeleme Wellega,Gidami,Megabit,7,2010,13,46,80,139
Oromia,Jimma,Dedo,Megabit,7,2009,12,99,1,112
Oromia,Jimma,Mana,Meskerem,1,2010,7,94,13,114
Oromia,Ilu Aba Bora,Algesachi,Miyazia,8,2010,14,28,77,119
Oromia,West Wellega,Qiltu Kara,Teqemt,2,2011,86,65,76,227
Oromia,East Wellega,Gudeyabila,Hedar,3,2010,2,78,41,121
Oromia,West Hararge,Boke,Yekatit,6,2010,61,95,72,228
Oromia,West Wellega,Nejo Town,Tir,5,2011,40,51,11,102
Oromia,Arsi,Sude,Megabit,7,2011,8,96,98,202
Oromia,Qeleme Wellega,Dambi Dolo Hospital,Teqemt,2,2010,81,77,17,175
Oromia,Lege Dadi Lege Tafo Town,Lege Dadi Lege Tafo Town,Sene,10,2011,95,18,74,187
Oromia,Horo Gudru Wellega,Jima Rare,Ginbot,9,2010,79,81,23,183
Oromia,West Wellega,Gimbi Adventist Hospital,Teqemt,2,2011,61,27,44,132
Oromia,West Shewa,Gedo Hospital,Yekatit,6,2011,76,71,25,172
Oromia,Jimma,Omonada,Nehase,12,2010,49,50,40,139
Oromia,West Wellega,Gimbi Adventist Hospital,Meskerem,1,2010,33,27,72,132
Oromia,West Hararge,Mesela,Teqemt,2,2010,31,85,37,153
Oromia,Jimma,Seka Chekorsa,Tir,5,2010,59,16,4,79
Oromia,Guji,Aga Wayyu,Megabit,7,2010,25,44,80,149
Oromia,Bale,Ginir Town,Ginbot,9,2009,67,91,10,168
Oromia,East Wellega,Wama Hagelo,Megabit,7,2011,73,90,76,239
Oromia,Bale,Sinana,Megabit,7,2009,60,74,18,152
Oromia,West Arsi,Dodola Rural,Teqemt,2,2011,3,40,51,94
Oromia,Jimma,Kersa,Tir,5,2011,27,19,37,83
Oromia,West Wellega,Babo Gembel,Megabit,7,2009,39,90,69,198
Oromia,West Hararge,Boke,Sene,10,2011,56,22,65,143
Oromia,East Wellega,Haro Limu,Ginbot,9,2011,62,9,44,115
Oromia,Guji,Dima,Nehase,12,2010,21,28,19,68
Oromia,Jimma,Guma,Tir,5,2010,53,73,56,182
Oromia,Horo Gudru Wellega,Amuru,Teqemt,2,2010,89,89,77,255
Oromia,East Hararge,Deder,Hedar,3,2011,7,63,14,84
Oromia,Qeleme Wellega,Laloqile,Megabit,7,2009,49,84,90,223
Oromia,Borena,Moyale Hospital,Hedar,3,2011,67,76,49,192
Oromia,Bale,Gasera,Tahesas,4,2010,25,21,95,141
Oromia,West Shewa,Ambo University  Hosp,Tir,5,2011,35,99,54,188
Oromia,Robe Town,Robe Town,Miyazia,8,2010,9,1,95,105
Oromia,Arsi,Zeway Dugda,Meskerem,1,2011,59,40,29,128
Oromia,West Arsi,Dodola Rural,Yekatit,6,2009,80,6,92,178
Oromia,Buno Bedele,Chora,Tir,5,2011,48,13,82,143
Oromia,East Hararge,Aweday Town,Ginbot,9,2009,91,55,5,151
Oromia,Jimma,Guma,Miyazia,8,2009,36,15,2,53
Oromia,Bale,Legehida,Ginbot,9,2009,9,19,84,112
Oromia,West Guji,Bule Hora Toun,Nehase,12,2009,3,91,2,96
Oromia,East Hararge,Garemuleta Hospital,Miyazia,8,2009,86,65,70,221
Oromia,North Shewa,Degem,Teqemt,2,2010,53,53,3,109
Oromia,West Guji,Biebirsa Kojowa,Ginbot,9,2009,56,18,34,108
Oromia,Bale,Delo Mena,Megabit,7,2009,13,73,12,98
Oromia,South West Shewa,Ameya Hospital,Hedar,3,2011,7,83,17,107
Oromia,Ambo Town,Ambo Town,Sene,10,2011,83,89,42,214
Oromia,West Wellega,Homa,Tahesas,4,2011,89,28,40,157
Oromia,Jimma,Gomma,Hedar,3,2011,86,81,74,241
Oromia,West Arsi,Loke Hada Hospital,Sene,10,2011,53,50,27,130
Oromia,Guji,Odo Shakiso,Tahesas,4,2010,99,37,12,148
Oromia,East Hararge,Babile,Megabit,7,2009,59,40,51,150
Oromia,North Shewa,Kuyu Hospital,Miyazia,8,2011,89,49,4,142
Oromia,East Hararge,Haromaya Rural,Ginbot,9,2009,86,67,15,168
Oromia,East Hararge,Babile,Hedar,3,2010,36,82,86,204
Oromia,West Hararge,Doba,Yekatit,6,2009,22,10,79,111
Oromia,Buno Bedele,Meko,Tir,5,2010,55,4,80,139
Oromia,East Shewa,Dugda,Yekatit,6,2011,77,48,36,161
Oromia,East Hararge,Bedeno,Ginbot,9,2009,28,23,24,75
Oromia,East Hararge,Goro Gutu,Ginbot,9,2010,12,58,76,146
Oromia,East Wellega,Sibu Sire,Miyazia,8,2010,84,15,82,181
Oromia,West Shewa,Dano,Ginbot,9,2011,73,55,53,181
Oromia,West Arsi,Nensebo,Meskerem,1,2010,70,27,41,138
Oromia,Bale,Legehida,Tir,5,2011,12,97,48,157
Oromia,Horo Gudru Wellega,Amuru,Megabit,7,2011,3,40,69,112
Oromia,West Shewa,Tibe Kutaye,Hedar,3,2011,90,41,43,174
Oromia,Nekemte Town,Nekemte Town,Ginbot,9,2011,5,5,22,32
Oromia,Jimma,Nono Benja,Miyazia,8,2010,43,49,85,177
Oromia,West Arsi,Bishan Guracha Town,Teqemt,2,2011,50,76,91,217
Oromia,South West Shewa,Sodo Dac'Ha,Nehase,12,2009,6,1,66,73
Oromia,East Shewa,Batu,Tir,5,2011,25,97,56,178
Oromia,Jimma,Limu Hospital,Ginbot,9,2011,54,21,11,86
Oromia,Ilu Aba Bora,Doreni,Yekatit,6,2011,27,67,53,147
Oromia,Guji,Dima,Ginbot,9,2009,3,30,39,72
Oromia,South West Shewa,Goro,Megabit,7,2009,37,81,82,200
Oromia,Bale,Berbere,Ginbot,9,2011,51,52,35,138
Oromia,East Hararge,Meta,Tahesas,4,2010,2,77,35,114
Oromia,West Shewa,Abuna Gindeberet,Miyazia,8,2011,23,26,30,79
Oromia,North Shewa,Kimbibit,Yekatit,6,2011,91,82,55,228
Oromia,Horo Gudru Wellega,Jima Geneti,Tir,5,2009,74,7,8,89
Oromia,Finfine Zuria,Sandefa,Megabit,7,2009,6,66,62,134
Oromia,West Wellega,Genji,Megabit,7,2009,53,94,89,236
Oromia,Borena,Yabelo Hospital,Ginbot,9,2009,77,74,96,247
Oromia,East Hararge,Midega Tole,Tir,5,2011,81,11,56,148
Oromia,Buno Bedele,Dedesa,Sene,10,2011,39,24,65,128
Oromia,East Wellega,Gida Ayana,Ginbot,9,2011,79,14,35,128
Oromia,South West Shewa,Goro,Tir,5,2010,57,17,29,103
Oromia,East Hararge,Chelenko Hospital,Miyazia,8,2011,99,67,7,173
Oromia,East Wellega,Haro Limu,Miyazia,8,2011,35,9,58,102
Oromia,North Shewa,Jido,Ginbot,9,2009,63,89,18,170
Oromia,West Wellega,Seyo Nole,Meskerem,1,2010,24,98,68,190
Oromia,Guji,Adola Town,Megabit,7,2009,63,54,27,144
Oromia,West Wellega,Lalo Asabi,Teqemt,2,2011,7,3,18,28
Oromia,Dukem Town,Dukem Town,Miyazia,8,2010,79,35,91,205
Oromia,Jimma,Limu Kosa,Yekatit,6,2009,72,77,62,211
Oromia,East Hararge,Gursum,Hedar,3,2010,74,16,61,151
Oromia,West Guji,Hanbala,Megabit,7,2011,1,13,8,22
Oromia,Guji,Aga Wayyu,Nehase,12,2010,44,45,33,122
Oromia,Qeleme Wellega,Hawa Gelan,Tahesas,4,2010,69,13,47,129
Oromia,Buno Bedele,Dedesa,Megabit,7,2011,86,6,52,144
Oromia,Qeleme Wellega,Dale Wabera,Yekatit,6,2010,3,55,66,124
Oromia,East Wellega,Boneya Bushe,Nehase,12,2010,43,20,96,159
Oromia,Guji,Dima,Ginbot,9,2010,90,83,36,209
Oromia,North Shewa,Hidabu Abote,Miyazia,8,2010,42,62,93,197
Oromia,Guji,Gumi Eldallo,Miyazia,8,2010,17,81,72,170
Oromia,East Wellega,Ebantu,Ginbot,9,2010,2,6,66,74
Oromia,Nekemte Town,Nekemte Town,Miyazia,8,2011,4,94,69,167
Oromia,West Hararge,Burka Dimtu,Miyazia,8,2011,92,17,65,174
Oromia,East Hararge,Bisidimo Hospital,Nehase,12,2010,25,35,79,139
Oromia,West Wellega,Boji Cheqorsa,Yekatit,6,2011,50,46,70,166
Oromia,Arsi,Bale Gesgara,Tir,5,2009,91,77,45,213
Oromia,Borena,Yabelo Rural,Meskerem,1,2010,53,59,76,188
Oromia,Qeleme Wellega,Hawa Gelan,Tir,5,2010,78,32,21,131
Oromia,Bale,Robe Town,Meskerem,1,2010,94,70,18,182
Oromia,East Hararge,Bisidimo Hospital,Ginbot,9,2009,29,28,46,103
Oromia,Jimma,Dedo,Megabit,7,2010,6,16,82,104
Oromia,Jimma,Limu Hospital,Megabit,7,2011,47,19,68,134
Oromia,Horo Gudru Wellega,Horo,Sene,10,2009,31,16,37,84
Oromia,Jimma,Limu Seka,Yekatit,6,2010,46,37,49,132
Oromia,Qeleme Wellega,Kake Hosp,Tir,5,2011,85,1,71,157
Oromia,North Shewa,Debre Libanos,Hedar,3,2010,77,27,50,154
Oromia,Horo Gudru Wellega,Abay Chomen,Tahesas,4,2011,58,54,69,181
Oromia,Burayu Town,Burayu Town,Megabit,7,2009,80,51,91,222
Oromia,East Shewa,Adama,Megabit,7,2011,50,17,66,133
Oromia,West Hararge,Hawi Gudina,Ginbot,9,2009,8,61,16,85
Oromia,East Hararge,Girawa,Hedar,3,2010,60,32,2,94
Oromia,Jimma,Limu Hospital,Teqemt,2,2011,5,28,45,78
Oromia,West Wellega,Lalo Asabi,Miyazia,8,2011,65,20,92,177
Oromia,West Arsi,Nensebo,Ginbot,9,2010,56,14,44,114
Oromia,South West Shewa,Wonchi,Yekatit,6,2009,22,7,9,38
Oromia,North Shewa,Jido,Ginbot,9,2010,28,15,21,64
Oromia,West Hararge,Boke,Hamle,11,2010,47,76,1,124
Oromia,Jimma,Sigmo,Meskerem,1,2011,92,54,72,218
Oromia,North Shewa,Wuchale,Megabit,7,2010,46,27,0,73
Oromia,Bale,Ginir Town,Tahesas,4,2011,37,76,92,205
Oromia,Guji,Adola Town,Miyazia,8,2010,38,5,91,134
Oromia,Jimma Spe Town,Jimma Spe Town,Tir,5,2009,71,79,58,208
Oromia,South West Shewa,Tole,Tir,5,2009,4,17,22,43
Oromia,West Hararge,Daro Lebu,Tir,5,2009,78,74,57,209
Oromia,West Arsi,Arsi Negele Rural,Tir,5,2010,58,34,47,139
Oromia,Borena,Dubluk,Ginbot,9,2009,67,19,33,119
Oromia,Qeleme Wellega,Hawa Gelan Hosp,Sene,10,2011,84,6,81,171
Oromia,West Guji,Bule Hora Toun,Yekatit,6,2009,20,29,62,111
Oromia,Arsi,Shenan Kolu,Hedar,3,2010,93,73,6,172
Oromia,Buno Bedele,Meko,Yekatit,6,2011,71,88,31,190
Oromia,Guji,Liben,Meskerem,1,2011,43,37,97,177
Oromia,East Shewa,Mojo,Hamle,11,2009,41,33,14,88
Oromia,Qeleme Wellega,Dale Sedi,Ginbot,9,2010,14,89,86,189
Oromia,Jimma,Limu Seka,Nehase,12,2010,97,62,52,211
Oromia,West Wellega,Nole Kaba,Miyazia,8,2010,75,71,32,178
Oromia,Arsi,Zeway Dugda,Nehase,12,2010,41,31,58,130
Oromia,North Shewa,Abichugna,Hamle,11,2009,72,79,53,204
Oromia,Adama Special Town,Adama Town,Yekatit,6,2011,19,27,14,60
Oromia,East Shewa,Mojo,Megabit,7,2009,84,76,37,197
Oromia,West Shewa,Ejerie,Sene,10,2009,0,39,20,59
Oromia,West Wellega,Gimbi Rural,Nehase,12,2010,43,6,38,87
Oromia,Jimma,Gomma,Meskerem,1,2010,82,24,32,138
Oromia,West Arsi,Bishan Guracha Town,Miyazia,8,2009,37,12,15,64
Oromia,West Arsi,Dodola Rural,Hamle,11,2009,60,2,57,119
Oromia,East Hararge,Bisidimo Hospital,Hamle,11,2009,18,52,50,120
Oromia,Ilu Aba Bora,Darimu,Ginbot,9,2011,73,45,17,135
Oromia,Qeleme Wellega,Hawa Gelan,Tir,5,2011,55,59,50,164
Oromia,North Shewa,Were Jarso,Miyazia,8,2010,35,39,97,171
Oromia,Jimma,Sekoru,Megabit,7,2011,91,34,28,153
Oromia,North Shewa,Hidabu Abote,Tir,5,2011,41,92,84,217
Oromia,West Wellega,Boji Dermeji,Yekatit,6,2011,12,6,45,63
Oromia,West Arsi,Kofele,Meskerem,1,2010,22,82,17,121
Oromia,Borena,Yabelo,Megabit,7,2010,36,99,92,227
Oromia,West Arsi,Bishan Guracha Town,Miyazia,8,2009,97,70,58,225
Oromia,West Shewa,Ambo Town,Tir,5,2009,65,10,4,79
Oromia,East Shewa,Fentale,Megabit,7,2010,81,52,6,139
Oromia,West Shewa,Jeldu,Tir,5,2010,87,75,79,241
Oromia,West Shewa,Ambo,Hamle,11,2010,73,22,38,133
Oromia,Arsi,Munesa,Tahesas,4,2011,73,9,39,121
Oromia,West Hararge,Gemechis,Tir,5,2011,56,7,61,124
Oromia,West Shewa,Dano,Tahesas,4,2010,39,37,26,102
Oromia,Qeleme Wellega,Hawa Gelan,Meskerem,1,2011,26,70,48,144
Oromia,Arsi,Gololcha,Yekatit,6,2011,36,39,18,93
Oromia,West Shewa,Gindeberet Hospital,Meskerem,1,2010,46,91,17,154
Oromia,Jimma,Setema,Ginbot,9,2009,71,0,4,75
Oromia,West Wellega,Gimbi,Yekatit,6,2009,76,92,36,204
Oromia,West Guji,Biebirsa Kojowa,Ginbot,9,2010,1,15,48,64
Oromia,Arsi,Digeluna Tijo,Nehase,12,2010,92,38,66,196
Oromia,Bale,Meda Welabu,Ginbot,9,2009,98,75,16,189
Oromia,Ilu Aba Bora,Nono Sele,Nehase,12,2010,24,23,16,63
Oromia,North Shewa,Girar Jarso,Ginbot,9,2009,24,17,34,75
Oromia,North Shewa,Girar Jarso,Yekatit,6,2010,34,22,40,96
Oromia,West Wellega,Boji Dermeji,Sene,10,2011,91,44,3,138
Oromia,East Hararge,Deder Hospital,Meskerem,1,2010,26,19,1,46
Oromia,Horo Gudru Wellega,Horro Buluk,Hamle,11,2010,31,47,93,171
Oromia,Horo Gudru Wellega,Gudru,Ginbot,9,2011,71,82,23,176
Oromia,Qeleme Wellega,Dale Sedi,Nehase,12,2010,49,2,56,107
Oromia,West Guji,Bule Hora Toun,Megabit,7,2011,55,13,71,139
Oromia,West Arsi,Kokosa  Hospital,Ginbot,9,2010,10,17,3,30
Oromia,West Shewa,Ejerie,Hedar,3,2010,97,75,99,271
Oromia,East Hararge,Kersa Eh,Megabit,7,2009,27,35,8,70
Oromia,East Hararge,Kersa Eh,Hedar,3,2010,75,37,76,188
Oromia,Arsi,Sude,Tahesas,4,2011,93,12,24,129
Oromia,Finfine Zuria,Sululta Town,Nehase,12,2009,30,16,89,135
Oromia,Buno Bedele,Boricha,Hamle,11,2010,64,96,77,237
Oromia,East Hararge,Midega Tole,Hamle,11,2010,14,2,65,81
Oromia,East Hararge,Garemuleta Hospital,Miyazia,8,2011,7,85,14,106
Oromia,Horo Gudru Wellega,Horro Buluk,Miyazia,8,2011,60,15,95,170
Oromia,West Shewa,Ambo,Megabit,7,2009,79,57,8,144
Oromia,East Shewa,Matahara,Megabit,7,2010,5,41,36,82
Oromia,Shashamane Town,Shashamane Town,Megabit,7,2010,11,5,90,106
Oromia,West Guji,Kercha Hospital,Nehase,12,2010,69,90,19,178
Oromia,East Hararge,Kersa Eh,Miyazia,8,2011,96,46,20,162
Oromia,West Arsi,Gambo Hospital,Sene,10,2011,43,73,72,188
Oromia,West Shewa,Ilu Galan,Sene,10,2011,31,89,42,162
Oromia,Lege Dadi Lege Tafo Town,Lege Dadi Lege Tafo Town,Sene,10,2009,91,62,5,158
Oromia,East Wellega,Gobu Seyo,Tir,5,2011,27,42,55,124
Oromia,Qeleme Wellega,Anfilo,Ginbot,9,2011,96,19,15,130
Oromia,Bale,Arena Buluq,Miyazia,8,2010,66,36,13,115
Oromia,Qeleme Wellega,Dambi Dollo,Nehase,12,2010,85,6,5,96
Oromia,Guji,Hambela Wamena,Hamle,11,2009,90,7,98,195
Oromia,West Wellega,Gimbi Public  Hospital,Meskerem,1,2010,96,98,85,279
Oromia,Bale,Seweyna,Miyazia,8,2010,7,83,2,92
Oromia,East Hararge,Haromaya Hospital,Yekatit,6,2009,24,29,60,113
Oromia,Guji,Saba Boru,Hedar,3,2011,59,30,4,93
Oromia,East Hararge,Midega Tole,Ginbot,9,2010,20,6,79,105
Oromia,West Shewa,Jibat,Tir,5,2010,92,58,44,194
Oromia,West Shewa,Ejersa Lafo,Miyazia,8,2009,17,38,50,105
Oromia,Jimma,Limu Hospital,Yekatit,6,2009,94,62,96,252
Oromia,West Shewa,Midakegni,Teqemt,2,2011,81,6,49,136
Oromia,Gelan Town,Gelan Town,Megabit,7,2011,80,95,46,221
Oromia,Borena,Moyale Hospital,Megabit,7,2011,36,61,8,105
Oromia,Bale,Robe Town,Yekatit,6,2009,99,92,83,274
Oromia,South West Shewa,Tole,Megabit,7,2010,34,48,0,82
Oromia,South West Shewa,Dawo,Miyazia,8,2010,17,93,83,193
Oromia,North Shewa,Wuchale,Miyazia,8,2010,5,60,48,113
Oromia,West Arsi,Shala,Tahesas,4,2011,47,67,12,126
Oromia,West Shewa,Metarobi,Tir,5,2009,57,77,39,173
Oromia,Bale,Sinana,Tahesas,4,2011,82,33,81,196
Oromia,South West Shewa,Dawo,Teqemt,2,2010,24,4,34,62
Oromia,West Shewa,Tikur Enchini,Miyazia,8,2010,28,25,30,83
Oromia,Arsi,Merti,Hamle,11,2009,34,72,82,188
Oromia,Jimma,Gera,Nehase,12,2009,41,44,65,150
Oromia,East Hararge,Chinakesen,Hedar,3,2011,87,12,32,131
Oromia,East Wellega,Diga,Tahesas,4,2011,75,99,47,221
Oromia,Qeleme Wellega,Dale Sedi,Tir,5,2011,43,86,20,149
Oromia,Jimma,Mancho,Sene,10,2009,96,79,1,176
Oromia,West Shewa,Midakegni,Tir,5,2011,29,77,29,135
Oromia,Jimma,Shabe,Yekatit,6,2010,5,13,87,105
Oromia,Bale,Meda Welabu,Megabit,7,2009,74,11,12,97
Oromia,East Hararge,Jarso,Meskerem,1,2011,78,92,7,177
Oromia,West Wellega,Boji Dermeji,Ginbot,9,2009,3,45,72,120
Oromia,Horo Gudru Wellega,Shambu Town,Teqemt,2,2011,18,94,65,177
Oromia,Bale,Seweyna,Tir,5,2011,9,24,48,81
Oromia,Bale,Legehida,Yekatit,6,2010,64,49,35,148
Oromia,Buno Bedele,Bedele Town,Yekatit,6,2011,69,7,92,168
Oromia,Bale,Dawe Qachen,Megabit,7,2010,92,83,94,269
Oromia,Ambo Town,Ambo Town,Miyazia,8,2010,19,39,4,62
Oromia,South West Shewa,Kersana Malima,Meskerem,1,2011,15,49,67,131
Oromia,West Wellega,Homa,Tahesas,4,2011,21,40,56,117
Oromia,East Shewa,Lomme,Meskerem,1,2010,80,19,63,162
Oromia,Guji,Gumi Eldallo,Nehase,12,2009,33,50,60,143
Oromia,Gelan Town,Gelan Town,Ginbot,9,2011,73,8,65,146
Oromia,Bale,Goba,Megabit,7,2009,6,87,89,182
Oromia,Finfine Zuria,Sebeta Awas,Nehase,12,2009,97,83,82,262
Oromia,West Shewa,Inchini Hospital,Tir,5,2011,86,40,14,140
Oromia,East Wellega,Boneya Bushe,Ginbot,9,2009,4,50,37,91
Oromia,West Hararge,Doba,Yekatit,6,2009,88,5,43,136
Oromia,Ilu Aba Bora,Halu,Tahesas,4,2010,41,75,57,173
Oromia,West Wellega,Qiltu Kara,Miyazia,8,2010,59,6,33,98
Oromia,West Hararge,Mesela,Sene,10,2009,80,40,56,176
Oromia,West Wellega,Mendi Town,Sene,10,2010,41,81,89,211
Oromia,Jimma,B/Tolyi,Megabit,7,2011,68,67,25,160
Oromia,West Hararge,Oda Bultum,Meskerem,1,2010,87,10,23,120
Oromia,West Guji,Bule Hora,Miyazia,8,2009,98,78,33,209
Oromia,West Guji,Biebirsa Kojowa,Ginbot,9,2010,93,23,45,161
Oromia,West Guji,Mkelka Soda,Teqemt,2,2010,49,27,36,112
Oromia,West Wellega,Babo Gembel,Miyazia,8,2010,60,19,83,162
Oromia,West Arsi,Gambo Hospital,Yekatit,6,2010,43,25,8,76
Oromia,Horo Gudru Wellega,Amuru,Tir,5,2011,46,5,46,97
Oromia,North Shewa,Degem,Nehase,12,2009,44,62,99,205
Oromia,Arsi,Digeluna Tijo,Nehase,12,2009,98,20,27,145
Oromia,Finfine Zuria,Berreh,Miyazia,8,2011,1,44,40,85
Oromia,Borena,Dilo,Miyazia,8,2009,92,84,19,195
Oromia,Ilu Aba Bora,Doreni,Megabit,7,2009,25,44,34,103
Oromia,West Shewa,Tibe Kutaye,Sene,10,2011,94,9,59,162
Oromia,East Hararge,Jarso,Tahesas,4,2011,5,94,19,118
Oromia,East Wellega,Gobu Seyo,Sene,10,2010,68,93,44,205
Oromia,Jimma,Tiro Afeta,Nehase,12,2010,35,83,85,203
Oromia,West Wellega,Qiltu Kara,Teqemt,2,2010,72,4,63,139
Oromia,West Wellega,Mendi Town,Megabit,7,2009,52,72,64,188
Oromia,Arsi,Aseko,Yekatit,6,2011,33,1,72,106
Oromia,West Wellega,Mene Sibu,Tir,5,2010,43,55,4,102
Oromia,North Shewa,Yaya Gulele,Ginbot,9,2009,34,7,28,69
Oromia,East Wellega,Haro Limu,Tahesas,4,2010,53,26,2,81
Oromia,Jimma Spe Town,Jimma Spe Town,Yekatit,6,2010,32,56,10,98
Oromia,Ilu Aba Bora,Doreni,Nehase,12,2010,83,10,3,96
Oromia,West Wellega,Qiltu Kara,Ginbot,9,2010,49,18,36,103
Oromia,Guji,Anna Sora,Ginbot,9,2011,41,25,6,72
Oromia,West Hararge,Hawi Gudina,Tahesas,4,2011,17,49,87,153
Oromia,West Hararge,Bedesa Town,Sene,10,2009,67,50,51,168
Oromia,North Shewa,Kuyu,Megabit,7,2010,94,57,82,233
Oromia,East Wellega,Diga,Hedar,3,2011,65,49,15,129
Oromia,West Hararge,Mesela,Ginbot,9,2010,11,65,55,131
Oromia,Finfine Zuria,Walmera,Teqemt,2,2011,33,17,27,77
Oromia,Arsi,Dodota,Miyazia,8,2010,56,12,5,73
Oromia,Arsi,Jeju,Nehase,12,2009,33,1,92,126
Oromia,Bale,Dinsho,Miyazia,8,2010,85,30,78,193
Oromia,West Guji,Kercha Hospital,Meskerem,1,2010,45,92,79,216
Oromia,East Hararge,Garemuleta Hospital,Tir,5,2011,32,19,41,92
Oromia,Horo Gudru Wellega,Hababo Guduru,Hedar,3,2010,79,49,62,190
Oromia,Borena,Dhas,Yekatit,6,2010,25,12,6,43
Oromia,South West Shewa,Bantu  Hospital,Tir,5,2011,49,64,87,200
Oromia,Arsi,Hitosa,Ginbot,9,2011,45,3,96,144
Oromia,West Wellega,Nejo Hospital,Sene,10,2010,7,99,14,120
Oromia,Arsi,Dodota,Sene,10,2011,17,10,70,97
Oromia,East Wellega,Gudeyabila,Nehase,12,2009,62,31,23,116
Oromia,Bale,Gasera,Nehase,12,2009,65,12,61,138
Oromia,East Wellega,Sasiga,Miyazia,8,2009,19,39,30,88
Oromia,Qeleme Wellega,Yemalogi Wolel,Meskerem,1,2010,89,9,57,155
Oromia,Ilu Aba Bora,Metu Rural,Nehase,12,2009,49,79,19,147
Oromia,East Hararge,Midega Tole,Ginbot,9,2010,12,19,30,61
Oromia,East Wellega,Kiremu,Tir,5,2009,21,85,55,161
Oromia,Guji,Goro Dola,Teqemt,2,2011,65,66,20,151
Oromia,West Hararge,Meiso,Sene,10,2009,34,13,21,68
Oromia,West Shewa,Inchini Hospital,Ginbot,9,2011,57,92,42,191
Oromia,North Shewa,Kuyu Hospital,Miyazia,8,2010,93,17,62,172
Oromia,Arsi,Sire,Megabit,7,2010,53,23,39,115
Oromia,West Wellega,Haru,Megabit,7,2010,40,31,72,143
Oromia,West Wellega,Ayira,Ginbot,9,2010,95,12,23,130
Oromia,Borena,Arero,Tahesas,4,2010,2,55,36,93
Oromia,Guji,Bore,Yekatit,6,2010,60,92,8,160
Oromia,West Arsi,Bishan Guracha Town,Meskerem,1,2010,39,57,83,179
Oromia,Bale,Seweyna,Tahesas,4,2011,72,58,6,136
Oromia,West Shewa,Ambo Hospital,Hedar,3,2010,52,42,82,176
Oromia,Guji,Shakiso Town,Meskerem,1,2011,42,43,21,106
Oromia,West Wellega,Mendi Town,Yekatit,6,2010,9,65,76,150
Oromia,Jimma,B/Tolyi,Nehase,12,2009,44,93,20,157
Oromia,Borena,Arero,Sene,10,2010,54,53,97,204
Oromia,Arsi,Sire,Hamle,11,2009,65,42,2,109
Oromia,Arsi,Ludehetosa,Sene,10,2011,96,84,32,212
Oromia,Bale,Dawe Serar,Teqemt,2,2010,75,43,25,143
Oromia,Guji,Shakiso Town,Miyazia,8,2011,35,52,64,151
Oromia,Buno Bedele,Chora,Ginbot,9,2010,49,59,99,207
Oromia,West Arsi,Gedeb Asasa,Nehase,12,2010,38,84,34,156
Oromia,Borena,Yabelo,Ginbot,9,2010,53,16,86,155
Oromia,Ilu Aba Bora,Metu Rural,Yekatit,6,2010,32,21,56,109
Oromia,West Shewa,Tibe Kutaye,Sene,10,2009,49,60,76,185
Oromia,South West Shewa,Kersana Malima,Tir,5,2010,88,49,45,182
Oromia,Lege Dadi Lege Tafo Town,Lege Dadi Lege Tafo Town,Miyazia,8,2010,9,57,22,88
Oromia,West Hararge,Daro Lebu,Hedar,3,2010,84,91,92,267
Oromia,Jimma,Agaro,Tir,5,2009,83,9,1,93
Oromia,Guji,Wadara,Hedar,3,2010,85,72,29,186
Oromia,East Hararge,Deder Town,Ginbot,9,2011,5,94,17,116
